PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
7.98,28.92,0.16,0.05,1.03,1.76,33,Good
1.39,7.21,0.18,0.03,1.24,1.08,21,Good
0.16,3.16,0.07,0.02,1.08,1.29,19,Good
0.24,1.15,0.05,0.02,1.38,1.4,19,Good
0.28,10.02,0.13,0.12,2.03,0.95,20,Good
1.89,9.27,0.1,0.11,2.23,1.16,20,Good
4.49,5.39,0.07,0.02,2.07,3.39,20,Good
81.4,124.5,20.5,0.12,15.24,127.09,184,Moderate
78.32,129.06,26,0.14,26.96,117.44,197,Moderate
88.76,135.32,30.85,0.11,33.59,111.81,198,Moderate
64.18,104.09,28.07,0.09,19,138.18,188,Moderate
72.47,114.84,23.2,0.16,10.55,109.74,173,Moderate
69.8,114.86,20.17,0.12,14.07,118.09,165,Moderate
73.96,113.56,19.29,0.1,13.9,123.8,191,Moderate
89.9,140.2,26.19,0.1,19.37,128.73,191,Moderate
87.14,130.52,21.31,0.15,11.41,114.8,227,Poor
84.64,125,26.98,0.18,9.84,112.41,168,Moderate
88.36,121.77,20.23,0.12,14.02,117.93,198,Moderate
96.83,139.36,25.65,0.11,16.54,117.21,201,Poor
117.46,181.64,41.1,0.13,28.79,94.63,252,Poor
122.88,208.86,54.87,0.27,22.97,68.6,310,Very Poor
74.28,141.22,44.97,0.09,21.9,60.62,196,Moderate
50.32,102.77,33.85,0.1,13.65,68.15,132,Moderate
58.47,115.27,41.64,0.16,18.37,73.75,147,Moderate
89.35,131.48,42.1,0.24,7.42,44.67,179,Moderate
64.42,99.74,34.78,0.15,5.81,50.16,145,Moderate
69.4,98.94,29.97,0.14,5.8,55,115,Moderate
71.07,109.65,25,0.1,8.33,79.04,140,Moderate
79.76,129.81,40.92,0.17,8.51,73.17,156,Moderate
108.06,167.62,47.05,0.08,16.05,70.74,225,Poor
100.75,172.04,53.94,0.11,14.05,59.2,251,Poor
106.25,171.56,43.09,0.13,15.45,66.9,228,Poor
83.79,141.83,47.47,0.3,13.35,77.54,223,Poor
79.98,147.74,49.55,0.14,13.58,79.71,170,Moderate
76.27,152.59,56,0.15,29.88,56.97,165,Moderate
86.5,147.95,42,0.15,11.85,73.09,159,Moderate
100.62,167.75,47.68,0.22,10.85,62.78,232,Poor
110.73,171.47,31.06,0.1,12.23,76.07,242,Poor
107.7,170.21,43.54,0.17,18.07,64.6,274,Poor
104.81,192.2,63.48,0.23,17.01,63.87,259,Poor
89.95,175.16,64.53,0.27,15.52,62.49,225,Poor
74.58,138.6,46.65,0.17,9.47,67.11,177,Moderate
56.68,109.33,33.26,0.1,8.26,66.91,120,Moderate
61.03,131.62,39.5,0.08,11.45,61.91,120,Moderate
59.03,108.83,23.36,0.09,26.05,87.55,120,Moderate
61.88,109.82,23.14,0.09,12.81,81.38,132,Moderate
71.57,137.48,39.99,0.09,16.82,80.3,136,Moderate
92.44,174.75,53.79,0.11,16.93,71.09,182,Moderate
92.9,162.69,56.39,0.08,23.11,68.79,222,Poor
85.15,151.97,61.55,0.07,11.86,90.8,230,Poor
81.47,145.68,46.9,0.07,9.63,96.49,224,Poor
81.58,132.66,34.93,0.09,12.81,118.91,217,Poor
79.56,146.64,37.58,0.05,17.77,137.61,230,Poor
87.43,155.95,37.31,0.1,13.4,121.72,229,Poor
87.33,153.97,42.52,0.08,35.39,106.17,229,Poor
110.39,182.54,52.24,0.04,36.01,82.2,235,Poor
77.51,125.01,36.41,0.05,14.36,72.16,214,Poor
86.96,129.99,28.32,0.05,4.83,62.6,186,Moderate
76.29,115.53,21.35,0.05,8.75,69.99,172,Moderate
67.06,100.34,20.25,0.06,4.7,54.92,138,Moderate
68.34,104.45,26.26,0.06,6.43,45.63,125,Moderate
66.28,117.3,45.13,0.05,7.21,45.97,132,Moderate
64.98,116.14,45.4,0.06,8.83,50.28,111,Moderate
75.46,132.84,56.53,0.13,30.48,51.98,137,Moderate
81.58,141.85,38.15,0.05,11.04,59.76,172,Moderate
78.27,142.86,45.36,0.06,10.32,58.53,160,Moderate
79.01,138.14,45.43,0.06,10.18,58.04,163,Moderate
77.98,137.31,44.96,0.06,7.22,50.69,165,Moderate
77.96,155.73,59.92,0.06,31.01,40.77,139,Moderate
79.04,143.38,43.61,0.08,8.67,45.46,176,Moderate
77.78,131.14,43.84,0.09,7.62,43.26,162,Moderate
76.48,131.86,33.37,0.06,7.49,45.71,160,Moderate
74.2,135.97,35.82,0.07,12.16,53,142,Moderate
78.23,140.66,45.76,0.05,12.45,45.35,172,Moderate
68.53,147.48,61.52,0.04,23.68,37.99,134,Moderate
62.08,152.59,62.18,0.05,8.97,34.93,136,Moderate
50.64,130.36,45.52,0.07,10.61,40.57,130,Moderate
44.21,119.52,34.37,0.07,5.86,31.73,111,Moderate
50.71,115.65,35.16,0.06,8.16,32.58,117,Moderate
42.27,100.54,30.69,0.66,8.99,32.18,102,Moderate
39.41,101.1,28.53,0.81,5.86,28.72,108,Moderate
50.56,116.89,37.27,0.97,5.25,23.36,99,Satisfactory
50.54,120.05,26.96,0.9,17.9,36.66,121,Moderate
26.22,62.82,20.1,0.61,8.25,23.74,86,Satisfactory
31.83,66.74,16.83,0.61,5.87,24.72,57,Satisfactory
70.26,112.29,11.87,0.62,7.29,31.4,107,Moderate
59.47,99.73,12.85,0.68,7.62,30.57,118,Moderate
58.71,99.04,13.88,0.86,6.89,36.2,110,Moderate
56.29,107.96,16.71,0.95,12.91,48.39,114,Moderate
50.41,118.62,25.6,0.69,11.81,33.46,111,Moderate
57.53,128.81,25.03,0.78,25.39,31.15,117,Moderate
43.82,97.19,16.01,0.67,17.62,27.62,107,Moderate
42.71,80.24,17.35,0.49,9.53,30.68,87,Satisfactory
54.73,94.12,12.79,0.58,8.21,30.21,89,Satisfactory
50.91,99.84,16.33,0.64,10.34,26.24,97,Satisfactory
38.5,106.7,16.82,0.58,11.02,26.62,100,Satisfactory
32.21,107.43,17.33,0.6,11.81,24.84,105,Moderate
35.36,107.25,17.75,0.85,10.87,23.99,114,Moderate
59.65,127.26,19.14,0.7,10.82,21.64,116,Moderate
39.52,113.31,21.18,0.81,15.02,18.8,116,Moderate
43.08,116.06,19.02,0.79,22.7,25.64,108,Moderate
38.1,97,22.21,0.79,13.89,22.73,100,Satisfactory
33.08,83.16,18.83,0.72,8.98,23.63,92,Satisfactory
29.7,77.45,17.33,0.65,9.71,29.26,80,Satisfactory
38.67,82.67,22.81,0.66,12.63,22.9,88,Satisfactory
30.04,83.07,24.74,0.78,8.98,17.81,83,Satisfactory
39.72,103.81,26.29,0.81,9.68,17.53,100,Satisfactory
38.21,78.95,19.03,0.75,8.03,22.81,81,Satisfactory
58.31,124.64,28.85,1.03,10.21,22.24,112,Moderate
62.49,113.56,22.65,0.91,12.68,26.26,113,Moderate
49.04,102.46,19.92,0.64,6.82,26.52,105,Moderate
41.67,80.09,13.08,0.78,8.35,30.38,88,Satisfactory
32.44,75.3,19.07,0.68,7.75,21.52,78,Satisfactory
26.43,80.85,20.82,0.72,9.43,16.52,78,Satisfactory
25.08,60.67,15.22,0.56,8.63,13.8,69,Satisfactory
26.09,63.05,10.42,0.58,11.33,21.38,60,Satisfactory
16.62,39.94,8.18,0.58,6.37,12.68,51,Satisfactory
49.58,82.95,19.05,0.7,12.47,20.32,61,Satisfactory
43.52,80.01,20.43,0.8,10.57,23.36,90,Satisfactory
39.83,76.09,14.37,0.7,8.89,23.13,74,Satisfactory
36.89,76.61,18.83,0.57,7.04,13.58,76,Satisfactory
52.69,94.25,14.44,0.59,16.81,19.03,92,Satisfactory
46.48,95.41,14.79,0.6,15.55,21.04,93,Satisfactory
44.22,77.62,8.53,0.73,9.61,23.87,88,Satisfactory
35.91,71.26,6.99,0.67,3.69,27.58,75,Satisfactory
39.05,81.51,9.86,0.68,7.26,23.74,79,Satisfactory
30.21,67.22,11.29,0.58,13.19,20.89,74,Satisfactory
31.14,60.35,10.36,0.83,14.42,20.99,62,Satisfactory
26.82,52.51,7.68,0.69,13.63,23.6,53,Satisfactory
26.34,52.07,8.43,0.57,18.83,23.6,53,Satisfactory
28.48,55.8,6.86,0.64,12.97,24.19,55,Satisfactory
21.83,52.92,5.28,0.55,8.3,23.34,52,Satisfactory
24.23,52.06,14.33,0.56,9.95,23.86,55,Satisfactory
22.29,55.96,11.27,0.67,8.08,19.63,56,Satisfactory
25.28,54.59,9.65,0.72,8.7,19.64,56,Satisfactory
19.68,45.57,6.63,0.69,5.86,14.34,52,Satisfactory
24.4,70.25,10.84,0.74,7.4,13.13,76,Satisfactory
20.05,79.5,13.54,0.65,10.35,34.29,76,Satisfactory
23.72,55.74,8.86,0.81,6.71,19.29,81,Satisfactory
26.12,56.77,11.71,0.5,6.88,14.32,59,Satisfactory
7.16,26.39,5.22,0.59,6.62,14.29,46,Good
7.97,33.2,6.48,0.61,6.01,11.52,40,Good
6.48,23.83,3.54,0.47,5.97,11.63,33,Good
7.2,34.11,5.73,0.5,7.01,18.9,49,Good
8.27,27.27,5.86,0.53,6.69,7.51,32,Good
9.21,27.62,3.26,0.44,6.91,11.95,42,Good
19.78,49.86,4.9,0.66,7.64,23.67,53,Satisfactory
8.85,30.54,3.86,0.36,5.44,20.73,47,Good
18.48,62.52,12.71,0.76,7.38,17.57,79,Satisfactory
11.04,38.34,5.11,0.48,6.21,16.31,47,Good
9.74,33.83,4.84,0.66,7.51,12.65,51,Satisfactory
10.35,30.98,5.55,1.01,5.38,7.55,52,Satisfactory
22.81,53.85,6.96,0.8,7.09,34.26,88,Satisfactory
28.54,56.36,22.75,0.85,7.28,32.62,78,Satisfactory
18.46,39.45,14.17,0.49,6.37,30.3,90,Satisfactory
23.9,37.71,26.74,0.56,6.01,12.46,43,Good
14.42,36.29,6.9,0.43,9.19,35.44,55,Satisfactory
12.42,36.29,10.28,0.51,5.82,36.88,52,Satisfactory
16.78,42.22,5.94,0.4,7.31,50.24,84,Satisfactory
19.77,62.11,10,1.03,12.02,43.79,95,Satisfactory
22.63,54.13,14.93,0.26,9.43,41.32,58,Satisfactory
15.2,45.09,9.26,1.18,6.82,54.21,125,Moderate
9.58,28.33,9.05,0.59,7.27,122.21,192,Moderate
25.62,56.44,13.88,0.48,7.3,44.62,86,Satisfactory
40.32,66.25,11.3,0.5,7.57,24.35,62,Satisfactory
13.07,37.35,8.59,0.46,6.09,29.05,78,Satisfactory
16.56,41.96,7.25,0.41,6.48,62.01,114,Moderate
19.57,44.72,7.72,0.34,5.99,64.58,103,Moderate
30.96,72.18,10.82,0.36,11.72,82.13,134,Moderate
32.1,83.29,10.17,0.29,6.4,105.09,168,Moderate
31.82,74.79,9.57,0.32,9.41,100.6,150,Moderate
37.5,84.96,11.57,0.57,4.53,79.11,127,Moderate
23.25,61.1,15.21,0.43,9.78,57.54,106,Moderate
27.42,57.28,19.38,0.32,6.83,77.6,129,Moderate
31.26,72.82,10.78,0.4,7.7,100.25,136,Moderate
28.12,70.21,13.18,0.38,7.28,126.43,155,Moderate
32.33,55.74,18.42,0.51,6.22,44.58,87,Satisfactory
19.29,31.22,13.9,0.42,5.87,65.87,84,Satisfactory
17.99,29.24,10.45,0.32,6.37,63.95,85,Satisfactory
12.72,24.79,9.03,0.4,5.82,72.26,91,Satisfactory
13.65,35.39,6.11,0.46,7.1,60.03,76,Satisfactory
17.64,47.81,10.06,0.49,5.81,46.41,60,Satisfactory
23.43,57.11,13.82,0.79,6.68,46.96,69,Satisfactory
25.92,68.27,15.08,0.61,6.36,36.27,64,Satisfactory
32.7,103.88,11.83,0.55,8.41,47.71,98,Satisfactory
31.58,107.31,13.57,1.13,8.66,62.14,128,Moderate
22.9,69.96,10.96,0.75,5.29,61.1,113,Moderate
24.23,78.11,8.32,0.98,9,59.68,87,Satisfactory
17.92,68.72,7.85,0.46,6.66,52.83,79,Satisfactory
17.38,55.59,9.13,0.84,6.18,54.36,69,Satisfactory
19.06,59.46,11.31,1.02,5.43,62.58,78,Satisfactory
18.81,55.66,11.7,1.01,5.53,62.72,88,Satisfactory
18.69,50.06,12.39,0.81,7.62,68.32,101,Moderate
17.85,43.47,11.42,1.05,6.86,63.17,80,Satisfactory
18.09,45.11,7.26,1,6.14,64.6,89,Satisfactory
18.93,60.89,7.4,0.55,6.76,50.27,71,Satisfactory
16.86,48.26,8.54,0.52,7.12,50.39,68,Satisfactory
16.85,54.97,10.6,0.57,7.55,43.4,56,Satisfactory
16.46,33.5,17.41,0.61,4.72,40.44,65,Satisfactory
18.4,49.43,13.66,0.38,5.51,48,66,Satisfactory
20.31,49.14,12.76,0.41,7.54,61.59,96,Satisfactory
23.99,46.59,16.64,0.51,5.01,46.14,68,Satisfactory
20.36,41.99,15.53,0.52,6.62,53.13,76,Satisfactory
15.08,38.79,13.96,0.4,4.9,44.36,70,Satisfactory
19.42,69.33,13.23,0.41,5.6,47.28,75,Satisfactory
13.93,48.97,10.72,0.33,6.52,44.77,73,Satisfactory
18.29,41.01,17.63,0.63,6.53,37.35,85,Satisfactory
17.25,32.02,6.82,0.37,4.65,65.23,83,Satisfactory
13.43,26.94,5.31,0.46,5.17,54.03,73,Satisfactory
16.83,38.25,7.43,0.37,5.69,61.43,75,Satisfactory
18.16,38.17,6.81,0.36,5.36,53.27,63,Satisfactory
16.89,30.98,6.37,0.39,6.75,54.84,62,Satisfactory
15.95,25.24,7.16,0.64,8.77,37.76,79,Satisfactory
14.05,30.86,7.74,0.16,6.45,30.33,37,Good
9.85,29.97,7.5,0.4,6.02,21.63,35,Good
8.68,26.62,5.01,0.31,6.29,19.52,31,Good
7.5,24.01,6.56,0.3,7.42,20.89,29,Good
7.75,28.62,8.7,0.44,10.4,25.38,32,Good
10.45,41.47,11.13,0.47,9.94,28.24,39,Good
12.7,49.26,9.81,0.42,8.98,32.3,48,Good
14.48,35.5,12.77,0.5,9.81,24.28,42,Good
17.96,47.61,14.95,0.69,6.51,32.73,73,Satisfactory
16.87,50.6,7.8,0.38,12.46,31.82,59,Satisfactory
17.42,56.44,16.26,0.47,11.83,28.85,55,Satisfactory
17.79,68.97,16.25,0.62,10.42,26.08,86,Satisfactory
18.75,82.27,15.45,0.55,9.13,27.44,100,Satisfactory
11.92,46.76,7.75,0.57,10.97,29.93,85,Satisfactory
17.74,80.26,20.1,0.49,10.98,27.33,57,Satisfactory
21.78,76.32,20.63,0.44,9.64,25.7,85,Satisfactory
28.31,98.01,24.83,0.54,6.69,31.12,85,Satisfactory
27.1,112.48,23.91,0.47,12.6,23.43,106,Moderate
20.21,91.71,16.41,0.34,6.74,29.91,100,Satisfactory
18.52,51.48,18.33,0.43,12.46,28.73,68,Satisfactory
25.59,70.1,21.95,0.5,8.64,26.4,61,Satisfactory
21.79,75.21,15.65,0.38,11.1,30.57,71,Satisfactory
24,80,28.8,0.95,2.9,17.6,77,Satisfactory
18.47,52.91,16.89,0.8,11.49,22.14,111,Moderate
16.73,40.15,16.05,0.44,9.02,20.11,47,Good
18.72,57.71,25.46,0.42,12.33,18.28,47,Good
11.39,28.72,11.2,0.39,9.47,21.17,48,Good
10.62,19.96,9.32,0.59,10.32,14.62,49,Good
8.1,15.83,8.58,0.77,8.72,14.52,50,Good
9.28,16.42,7.85,0.92,8.12,12.29,57,Satisfactory
7.45,20.5,8.92,0.88,8.35,16.01,60,Satisfactory
15.32,45.04,10.48,0.88,8.93,14.12,52,Satisfactory
8.84,23.71,6.74,0.95,8.39,21.01,54,Satisfactory
11.39,24.61,7.96,0.96,11.82,26.34,63,Satisfactory
12.51,32.52,6.6,0.86,9.47,28.28,53,Satisfactory
8.71,14.17,6.04,1.03,8.12,22.3,56,Satisfactory
11.3,27.28,11.69,1.2,9.05,24.93,112,Moderate
7,7.8,7.66,1.08,8.39,17.77,75,Satisfactory
15.76,40.74,19.03,1.36,9.46,23.34,89,Satisfactory
18.79,60.26,20.45,1.1,10.01,22.54,76,Satisfactory
15.05,43.47,14.59,0.95,10.12,22.85,78,Satisfactory
10.1,23.92,13.33,0.87,9.24,20.67,66,Satisfactory
14.43,43.47,16.04,0.95,9.76,24.54,61,Satisfactory
22.65,57.46,16.8,1.18,8.89,29.44,83,Satisfactory
28.45,81.89,19.36,1.39,9.78,29.76,87,Satisfactory
24.94,69.22,19.99,1.4,11.98,28.1,97,Satisfactory
26.24,62.75,21.34,1.68,11.17,27.98,98,Satisfactory
30.6,76.16,24.63,1.71,11.64,24.36,99,Satisfactory
21.81,78.68,23.75,1.64,11.8,29.05,94,Satisfactory
24.22,86.08,26.49,1.68,11.54,26.93,98,Satisfactory
19.82,71.36,17.14,1.82,12.89,29.25,102,Moderate
25.11,81.43,21.87,1.57,11.73,31.81,96,Satisfactory
31.3,101.05,25.22,1.48,11.06,35.61,90,Satisfactory
27.1,89.38,21.31,1.54,10.21,28.77,106,Moderate
33.28,75.5,32.4,1.11,8.91,30.15,88,Satisfactory
40.66,82.62,23.58,0.76,10.9,38.55,103,Moderate
40.56,66.97,17.56,0.62,11.29,37.87,76,Satisfactory
37.93,67.4,20.86,0.78,8.91,34.81,68,Satisfactory
31.64,69.39,18.65,0.66,9.58,39.56,75,Satisfactory
22.12,34.83,16.1,1.34,10.48,41.51,89,Satisfactory
29.25,52.84,17.41,0.81,11.24,42.2,79,Satisfactory
38.32,80.97,26.27,0.65,13.38,25.95,65,Satisfactory
35.02,71.42,21.04,0.74,6.28,41.37,80,Satisfactory
24.29,50.33,13.45,0.97,14.1,47.86,81,Satisfactory
19.69,50.18,12.18,0.43,12.28,27.91,52,Satisfactory
18.81,50.51,14.01,0.92,14.67,20.67,89,Satisfactory
26.13,60.44,22.94,0.82,27,30.84,59,Satisfactory
24.08,45.81,27.49,0.84,13.47,27.49,62,Satisfactory
21.81,37.31,28.22,0.62,17.33,25.36,52,Satisfactory
14.58,41.04,15.29,0.85,14.92,20.11,61,Satisfactory
8.98,37.07,12.51,0.75,8.48,21.47,49,Good
9.7,30.1,13.81,0.72,7.25,14.92,48,Good
25.88,56.44,17.79,0.84,12.41,27.48,56,Satisfactory
49.7,109.35,25.91,0.76,14.31,46.63,80,Satisfactory
68.66,163.06,36.24,0.86,10.92,28.42,121,Moderate
65.16,184.84,52.69,1.07,25.5,37.46,142,Moderate
52.88,172.08,26.45,0.81,31.74,57.33,154,Moderate
40.99,122.69,29.54,0.6,24.37,44.5,130,Moderate
47.2,116.44,28.13,0.88,16.73,36.92,109,Moderate
39.22,102.6,24.58,0.95,10.6,25.73,113,Moderate
36.86,76.61,27.36,1.09,9.33,21.11,91,Satisfactory
34.41,72.03,25.38,1.07,10.8,21.99,77,Satisfactory
22.05,48.93,18.92,0.94,10.51,26.78,80,Satisfactory
71.31,155.98,25.88,1.29,11.32,34.32,149,Moderate
63.54,130.58,25.81,1.17,19.34,47.53,133,Moderate
56.53,128.8,36.38,1.18,13.43,41.17,122,Moderate
69.42,167.05,45.82,1.35,23.42,39,133,Moderate
53.53,119.1,38.23,0.88,15.52,37.22,133,Moderate
48.33,115.41,36.77,1.16,28.74,37.42,118,Moderate
58.65,125.68,36.24,1.26,14.54,31.09,118,Moderate
33.33,65.58,19.63,0.88,10.4,32.06,98,Satisfactory
12.7,38.49,30.66,0.89,8.59,23.45,75,Satisfactory
16.86,36.56,26.48,0.55,10.19,21.33,45,Good
21.58,68.71,39.44,0.73,10.43,19.42,61,Satisfactory
23.22,64.84,39.56,0.89,10.33,21.33,86,Satisfactory
28.39,71.27,45.23,1.04,10.36,35.14,70,Satisfactory
51.51,111.28,57.93,1.07,12.3,26.53,105,Moderate
56.85,115.5,62.91,0.82,18.89,27.44,106,Moderate
68.25,129.41,65,1.22,25.14,30.3,120,Moderate
84.48,164.24,80.74,1.21,30.44,33.39,156,Moderate
77.38,173.47,75.54,1.15,30.69,35.94,182,Moderate
71.23,160.66,89.44,1.48,38.91,32.4,144,Moderate
16.21,48,43.42,0.87,7.51,17.51,64,Satisfactory
19.48,46.57,35.92,0.84,7.49,15.47,56,Satisfactory
26.8,66.67,38.81,1.03,9.65,22.63,80,Satisfactory
48.35,100.01,38.27,1.07,12.15,35.86,88,Satisfactory
50.02,100.82,47.93,0.89,16.66,43.61,102,Moderate
85.11,183.15,97.16,1.28,17.17,37.99,189,Moderate
93.95,190.73,105.22,1.81,20.78,39.9,190,Moderate
80.96,152.44,89.01,1.51,15.71,41.41,215,Poor
77.86,159.49,90.28,1.16,14.21,22.45,145,Moderate
70.89,125.4,68.12,1.17,13.87,29.82,160,Moderate
74.34,129.57,69.78,1.09,14.03,33.95,130,Moderate
97.09,143.69,86.95,1.11,13.62,33.03,176,Moderate
89.63,137.58,76.89,1.6,14.31,32.5,245,Poor
100.1,155.25,92.4,0.76,10.86,27.99,209,Poor
110.12,172.67,92.9,1.37,11.12,33.26,256,Poor
111.21,170.04,76.7,1.47,10.17,31.17,266,Poor
107.24,162.72,72.27,1.14,9.58,28.5,276,Poor
89.07,160.83,72.19,1.23,11.7,29.51,218,Poor
93.1,163.9,77.58,0.97,13.75,33.59,206,Poor
90.61,164.19,74.89,1.07,17.68,31.59,180,Moderate
96.57,174.31,57.77,1.1,23.81,39.75,217,Poor
78.15,137.52,50.62,0.96,23.87,26.46,211,Poor
19.26,22.54,30.38,0.7,10.94,18.91,90,Satisfactory
10.89,19.98,28.6,0.45,12.41,17.5,49,Good
16.38,33.04,39.69,0.67,44.59,19.12,46,Good
48.88,84.99,63.12,0.94,29.45,23.97,81,Satisfactory
55.24,81.9,55.65,1.17,13.62,27.34,89,Satisfactory
83.4,121.25,46.47,1,12.32,32.68,136,Moderate
93.78,142.65,67.51,1.34,42.75,29.16,199,Moderate
92.72,135.61,77.45,1.16,20.19,24.79,221,Poor
76.48,114.53,69.63,1.08,13.32,24.73,178,Moderate
73.19,127.1,69.17,0.92,25.43,22.5,119,Moderate
82.53,145.06,67.17,1.01,28.57,24.03,153,Moderate
95.18,154.73,76.4,1.34,33.25,30.68,202,Poor
79.29,136.71,74.24,1.1,40.52,28.79,191,Moderate
83.17,140.9,83.38,1.09,30.85,24.84,183,Moderate
109.97,189.28,124.57,1.38,48.92,30.25,210,Poor
139.38,230.27,140.17,1.24,42.26,20.87,304,Very Poor
126.47,187.83,106.1,1.43,15.29,26.24,312,Very Poor
127.94,196.3,92.41,1.33,15.9,28.51,304,Very Poor
126.66,184.73,94.51,1.45,11.75,26.07,306,Very Poor
121.47,215.5,103.31,1.5,16.53,24.55,302,Very Poor
118.17,219.63,121.38,1.25,39.68,21.18,298,Poor
97.45,225.75,121.94,0.86,66.39,27.23,274,Poor
115.23,198.47,113.39,0.78,9.43,20.07,270,Poor
121.81,193.4,100.16,0.96,10.56,24.73,302,Very Poor
99.69,157.03,71.61,0.5,10.52,24.22,257,Poor
92.66,146.49,57.32,0.64,12.33,25.51,212,Poor
116.99,172.92,58.43,0.44,12.91,26.84,256,Poor
120.33,182.65,60.37,1.02,26.39,21.83,301,Very Poor
108.43,159.44,50.62,0.7,6.49,24.73,274,Poor
118,174.01,58.6,0.82,13.73,24.69,262,Poor
107.94,163.17,63.17,0.8,26.75,21.59,287,Poor
108.34,173.27,61.22,0.72,11.71,23.64,262,Poor
96.45,159.1,71.77,0.91,16,22.52,242,Poor
90.25,141.29,64.26,0.55,14.8,25.31,204,Poor
100.34,165.55,60.14,0.85,13.57,24.82,230,Poor
62.75,117.55,49.18,0.55,13.17,28.15,171,Moderate
62.74,108.94,43.14,0.87,11.48,20.37,113,Moderate
34.51,63.23,38.2,0.72,12.19,17.24,96,Satisfactory
15.12,40.61,22.75,0.38,8.37,19.39,56,Satisfactory
27.25,49.07,27.55,0.44,11.04,19.68,48,Good
51.67,70.71,55.79,1.28,15.66,20.15,91,Satisfactory
54.24,87.78,56.1,0.98,27.99,25.38,96,Satisfactory
47.81,99.22,65.34,1.02,26.84,36.53,111,Moderate
84.99,137.17,71.78,1.39,15.58,47.94,143,Moderate
63.05,111.15,68.18,1.06,13.42,47.46,141,Moderate
71.09,128.56,85.01,1.15,10.68,40.2,130,Moderate
76.78,129.54,69.13,1.27,17.71,48.7,149,Moderate
73.21,129.76,61.14,1.11,16.63,62.74,150,Moderate
81.64,146.56,83.44,1.58,12.92,43.18,159,Moderate
81.71,142.46,74.7,1.03,18.7,37.16,178,Moderate
75.52,125.82,25.85,0.74,12.37,32.23,159,Moderate
58.02,96.18,16.37,0.76,8.47,38.97,126,Moderate
65.56,128.56,23.26,0.86,16.7,34.16,115,Moderate
56.98,148.8,16.86,0.52,10.21,32.14,136,Moderate
74.5,119.5,17.12,0.66,10.22,39.91,131,Moderate
66.61,121.81,26.18,0.66,9.84,39.63,137,Moderate
70.86,142.17,28.42,0.74,10.43,41.96,121,Moderate
69.96,130.91,35.52,0.84,9.78,37.99,157,Moderate
60.11,101.22,22.82,0.7,6.98,40.95,116,Moderate
33.9,64.61,15.97,0.55,7.78,32.91,87,Satisfactory
31.75,58.96,13.31,0.54,13.52,27.85,58,Satisfactory
34.8,72.77,17.35,0.59,12.99,24.83,74,Satisfactory
32.07,63.36,17.16,0.72,10.51,19.85,90,Satisfactory
30.32,66.4,15.26,0.58,10.5,24.21,61,Satisfactory
38.35,95.79,21.18,0.72,8.3,27.25,96,Satisfactory
36.92,106.73,25.18,0.64,14.78,30.4,96,Satisfactory
43.16,149.98,28.73,0.8,9.67,31.72,126,Moderate
42.51,121.35,24.64,0.53,14.5,35.13,131,Moderate
33.88,80.8,18.86,0.51,13.5,30.89,95,Satisfactory
22.47,52.83,12.56,0.46,11.27,19.85,62,Satisfactory
14.78,39.26,8.15,0.4,10.43,23.58,64,Satisfactory
20.92,49.94,13.32,0.56,15.85,25.36,60,Satisfactory
27.08,59.54,9.07,0.52,11.04,33.63,101,Moderate
23.72,51.79,8.11,0.44,8.55,27.48,63,Satisfactory
22.49,54.86,12,0.43,5.49,23.63,57,Satisfactory
21.59,52.32,10.62,0.41,11.52,19.77,54,Satisfactory
34.44,76.9,13.02,0.5,14.74,33.17,61,Satisfactory
49.2,116.27,16.7,0.69,15.37,44.06,120,Moderate
42.1,87.51,13.22,0.57,11.6,44.93,105,Moderate
16.39,53.9,8.68,0.62,10.98,31.2,92,Satisfactory
12.88,59.01,9.92,0.69,12.43,29.66,86,Satisfactory
10.66,47.74,8.02,0.35,12.07,22.33,56,Satisfactory
12.77,50.79,8.45,0.53,14.06,22.67,78,Satisfactory
27,90.58,15.67,0.41,13.33,27.15,74,Satisfactory
32.79,104.04,17.4,0.4,9.21,31.25,97,Satisfactory
39.77,129.33,24.88,0.45,8.16,27.19,107,Moderate
43.78,124.06,19.29,0.64,11.35,29.47,130,Moderate
40.96,101.35,14.19,0.46,7.42,22.03,110,Moderate
40.08,93.9,14.86,0.58,7.89,28.04,98,Satisfactory
22.52,69.14,13.59,0.56,10.99,21.12,101,Moderate
22.09,53.31,9.6,0.68,9.51,29.78,85,Satisfactory
25.39,49.43,7.75,0.7,9.14,32.42,85,Satisfactory
21.71,43.12,6.24,0.5,7.63,36.81,60,Satisfactory
23.56,53.08,12.03,0.53,10.27,29.46,56,Satisfactory
23.68,64.65,14.63,0.53,8.61,29.24,67,Satisfactory
17.99,48.09,8.02,0.47,9.11,29.02,79,Satisfactory
17.03,46.96,10.15,0.5,13.84,21.8,45,Good
20.58,51.83,9.93,0.49,10.38,21.95,53,Satisfactory
24,60.54,10.84,0.54,12.07,32.91,69,Satisfactory
27.44,70.3,12.49,0.54,12.69,28.07,65,Satisfactory
24.11,65.16,9.81,0.45,8.19,30.44,78,Satisfactory
28.43,60.07,9.49,0.56,17.06,42.66,83,Satisfactory
33,72.26,9.26,0.58,16.56,34.64,64,Satisfactory
37.09,70.85,7.48,0.69,12.4,38.42,102,Moderate
30.05,62.5,8.62,0.71,14.7,31.67,92,Satisfactory
