PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
56.54,5.46,32.13,19.75,5.46,31.81,66.39,149,Moderate
74.08,7.19,57.73,33.53,7.19,45.02,40.27,215,Poor
62.76,5.58,62.02,34.05,5.58,74.08,83.18,284,Poor
86.09,5.9,72.14,39.59,5.9,114.3,59.39,167,Moderate
59.74,26.28,77.12,57.23,26.28,98.31,42.01,337,Very Poor
87.13,28.06,56.52,48.51,28.06,115.96,53.61,696,Severe
52.15,15.98,65.44,43.85,15.98,86.58,58.81,295,Poor
67.51,20.79,88.83,58.85,20.79,112.57,51.5,565,Severe
70.08,11.42,81.65,48.35,11.42,116.77,61.73,400,Very Poor
86.9,7.54,76.2,42.8,7.54,105.41,72.02,250,Poor
77.34,6.33,61.41,34.68,6.33,102.44,75.64,232,Poor
65.93,5.7,45.55,26.48,5.7,99.74,105.69,174,Moderate
66.58,7.16,62.16,35.66,7.16,98.89,66.87,198,Moderate
62.24,17.88,88.65,56.59,17.88,109.76,48.64,340,Very Poor
62.07,8.72,72.18,41.72,8.72,102.25,56.86,355,Very Poor
72.04,7.78,73.92,41.87,7.78,114.05,73.53,246,Poor
67.44,5.95,62.74,35.05,5.95,99.05,93.19,216,Poor
77.76,25.81,78.94,57.77,25.81,110.69,79.46,306,Very Poor
96.71,19.89,101.08,64.15,19.89,127.91,54.97,650,Severe
75.14,29.6,89.68,65.84,29.6,116.39,67.14,515,Severe
69.27,15.17,79.33,52.7,15.17,85.87,65.28,529,Severe
71.54,26.95,89.06,63.56,26.95,111.43,65.58,404,Severe
104.13,43.47,101.35,81.88,43.47,113.39,58.08,773,Severe
88.93,30.55,93.2,68.26,30.55,112.46,61.52,763,Severe
82.03,14.9,92.12,56.06,14.9,113.34,65.25,474,Severe
84.43,6.85,74.68,41.54,6.85,115.41,90.79,343,Very Poor
84.46,7.58,87.62,48.4,7.58,102.36,69.02,278,Poor
76.51,9.26,76.69,44.32,9.26,103.46,93.51,256,Poor
63.88,13.87,69.32,44.16,13.87,70.3,105.33,300,Poor
81.1,19.42,109.07,67.15,19.42,93.3,65.69,532,Severe
73.61,25.96,173.08,103.8,25.96,93.86,36.51,534,Severe
75.79,31.55,146.8,95.16,31.55,113.82,41.95,738,Severe
77.87,23.19,137.62,84.44,23.19,107.58,50.46,622,Severe
77.72,8.91,135.66,72.82,8.91,101.93,48.73,517,Severe
66.89,5.86,92.57,49.53,5.86,89.53,68.56,216,Poor
74.57,16.31,133.53,77.31,16.31,103.2,55.23,316,Very Poor
89.1,44.57,137.16,100.17,44.57,92.55,59.41,586,Severe
110.34,30.4,150.93,94.57,30.4,95.48,47.58,898,Severe
82.53,20.58,150.48,88.76,20.58,106.65,43.23,421,Severe
108.01,22.69,132.63,81.63,22.69,86.78,10.99,542,Severe
92.94,14.34,114.26,66.44,14.34,83.85,51.68,610,Severe
87.3,44.01,163.43,112.56,44.01,127.99,12.21,716,Severe
89.06,29.54,132.69,86.77,29.54,119.07,41.74,804,Severe
51.61,32.42,127.3,86.29,32.42,100.99,31.7,656,Severe
91.13,65.07,169.17,131.09,65.07,128.78,25.03,1201,Severe
108.92,30.7,273.39,155.55,30.7,113.34,59.23,595,Severe
89.63,9.92,141.29,76.32,9.92,124.11,70.9,384,Very Poor
55.27,29.44,86.96,66.11,29.44,91.67,47.71,332,Very Poor
97.88,52.63,123.1,111.32,52.63,100.55,40.9,1155,Severe
128.56,89.57,160.65,157.6,89.57,124.43,40.06,1355,Severe
103.63,52.92,173.52,132.44,52.92,96.19,43.5,1367,Severe
102.16,15.17,145.55,82.32,15.17,137.02,63.22,795,Severe
89.53,35.38,122.51,94.35,35.38,156.59,83.69,430,Severe
101.92,65.27,189.67,141.23,65.27,125.54,41.52,1153,Severe
117.99,83.78,203.41,161.75,83.78,147.58,41,1414,Severe
115.79,42.54,166.11,124.97,42.54,151.92,32.24,1042,Severe
189.12,94,178.13,160.97,94,168.44,39.06,1613,Severe
88.37,15.14,155.73,87.26,15.14,106.29,44.14,433,Severe
96.64,73.16,201.59,152.93,73.16,146.13,7.97,692,Severe
98,71.48,201.17,151.47,71.48,146.25,7.94,620,Severe
93.31,49.85,186.16,128.01,49.85,142.83,32.93,617,Severe
104.89,25.46,153.96,94.11,25.46,121.22,38.11,590,Severe
109.34,27.03,156.18,96.35,27.03,121.57,49.84,856,Severe
70.25,48.11,140.78,105.05,48.11,97.56,55.79,587,Severe
103.17,108.99,173.67,166.23,108.99,125.46,42.09,1423,Severe
185.77,124.01,172.84,186.66,124.01,120.94,40.97,1917,Severe
84.48,20.33,99.65,63.78,20.33,151.24,29.52,471,Severe
89.41,28.93,130.93,85.46,28.93,110.86,34.08,488,Severe
64.61,10.31,117.16,64.84,10.31,104.81,51.44,471,Severe
65.35,6.17,104.31,53.74,6.17,59.29,64.67,172,Moderate
52.18,32.36,106.89,76.29,32.36,84.2,62.74,390,Very Poor
75.13,36.67,176.38,113.4,36.67,124.9,67.84,802,Severe
83.65,47.49,180.34,123.41,47.49,130.27,47.95,1035,Severe
220.49,108.73,177.19,178.15,108.73,133.39,41.76,1477,Severe
114.78,74.41,159.18,138.66,74.41,122.06,32.35,1314,Severe
92.92,66.96,164.78,130.45,66.96,123.47,46.91,1215,Severe
91.66,92.86,135.71,136.23,92.86,108.4,46.15,1483,Severe
138.4,134.85,141.97,169.89,134.85,127.68,25.63,1526,Severe
49.18,30.05,135.69,88.62,30.05,123.83,40.63,460,Severe
56.42,35.02,152.62,100.58,35.02,124.25,44.79,700,Severe
60.36,18.78,177.23,100.47,18.78,124.95,51.14,831,Severe
54.45,8.51,116.22,63.04,8.51,167.13,9.36,291,Poor
41.64,13.79,104.44,61.23,13.79,109.4,63.12,212,Poor
32.36,25.68,78.27,57.34,25.68,71.59,44.82,717,Severe
29.98,22.14,114.5,72.38,22.14,97.02,37,525,Severe
33.3,52.23,128.12,111.18,52.23,99.65,42.05,777,Severe
56.51,10.58,121.56,66.9,10.58,81.19,54.42,807,Severe
88.85,46.93,147.44,109.62,46.93,82.23,67.24,520,Severe
111.68,41.3,119.71,108.46,41.3,94.48,53.57,1171,Severe
114.06,52.37,131.09,118.44,52.37,82.54,56.94,1332,Severe
116.93,31.48,118.96,104.3,31.48,98.31,53.2,1260,Severe
84.19,51.41,136.64,105.02,51.41,101.89,50.69,708,Severe
98.53,70.03,101.27,105.37,70.03,82.76,38.63,1108,Severe
84.16,17.12,91.61,57.46,17.12,72.88,24.38,761,Severe
71.82,37.72,77.57,75.31,37.72,59.98,46.07,541,Severe
80.51,80.75,83.56,104.64,80.75,45.11,36.86,1274,Severe
133.48,54.16,112.13,95.12,54.16,93.54,45.02,1241,Severe
116.54,45.17,140.86,103.35,45.17,118.35,10.65,1210,Severe
160.68,14.93,97.06,58.49,14.93,51.32,59.78,549,Severe
102.05,15.35,81.15,51.04,15.35,57.4,47.29,414,Severe
100.33,9.58,92.44,52.24,9.58,37.78,60.16,484,Severe
99.73,30.04,152.23,96.68,30.04,75.71,62.24,577,Severe
104.22,39.51,142.95,118.86,39.51,72.1,52.74,862,Severe
109.8,30.62,132.61,87.54,30.62,99.72,57.77,889,Severe
124.44,42.25,147.48,125.33,42.25,119.98,51.56,1001,Severe
180.27,63.29,156.21,132.31,63.29,118.43,50.27,1156,Severe
138.6,13.28,93.81,55.67,13.28,116.67,55.1,691,Severe
139.21,61.15,148.06,117.86,61.15,103.12,63.73,308,Very Poor
154.09,51.8,101.12,94.39,51.8,111.55,48.08,965,Severe
121,14.95,93.59,56.81,14.95,119.43,50.94,1434,Severe
80.56,44.37,126.32,95.06,44.37,118.21,52.22,579,Severe
103.75,22.81,98.54,65.46,22.81,117.34,50.17,1034,Severe
75.68,10.93,70.57,42.58,10.93,106.94,68.45,498,Severe
62.83,21.11,68.69,49.24,21.11,67.09,71.3,265,Poor
104.23,40.3,69.08,63.98,40.3,19.21,42.57,740,Severe
91.04,5.88,64.6,35.89,5.88,74.09,29.65,856,Severe
90.13,15.24,81.38,51.07,15.24,73.62,73.07,304,Very Poor
160.43,19.45,65.53,46.48,19.45,49.95,55.47,657,Severe
94.55,20.11,58.27,43.43,20.11,51.53,57.33,403,Severe
124.59,30.88,67.31,55.88,30.88,82.97,27.52,596,Severe
92.5,18.14,61.82,43.69,18.14,77.85,22.98,392,Very Poor
86.29,16.35,60.84,41.88,16.35,82.34,31.03,414,Severe
104.21,22.52,72.51,52.07,22.52,65.42,39.14,442,Severe
88.5,26.61,60.36,49.28,26.61,3.3,32.95,438,Severe
84.47,23.17,61.41,47.25,23.17,3.3,45.89,561,Severe
53.89,31.91,58.22,52.21,31.91,18.91,60.58,616,Severe
60.08,48.77,47.34,60.53,48.77,22.65,51.62,855,Severe
53.13,12.2,44.61,30.87,12.2,94.03,36.42,633,Severe
71.3,7.93,35.8,23.38,7.93,63.28,34.83,274,Poor
37.9,4.96,31.24,18.93,4.96,16.31,34.76,210,Poor
78.18,20.3,71.56,50.06,20.3,51.41,10.44,478,Severe
56.35,25.34,86.03,60.88,25.34,15.96,77.4,465,Severe
59.66,47.44,77.68,77.3,47.44,26.01,63.51,836,Severe
114.6,42.76,36.29,49.36,42.76,22.99,56.47,1235,Severe
74.48,9.84,51.25,32.34,9.84,48.6,37.97,525,Severe
81.11,25.37,48.95,42.76,25.37,40.55,26.21,525,Severe
100.39,10.39,42.83,28.5,10.39,42.89,30.16,650,Severe
39.97,7.15,32.39,19.83,7.15,30.7,36.08,219,Poor
53.61,16.93,37.01,19.98,16.93,51.64,16.92,328,Very Poor
63.06,13.88,28.22,24.09,13.88,69.46,25.88,351,Very Poor
46.17,10.7,30.48,22.85,10.7,51.35,27.9,286,Poor
61.24,14.21,35.33,27.84,14.21,82.15,9.69,337,Very Poor
49.71,9.59,28.6,21.11,9.59,53.54,34.54,266,Poor
44.75,10.25,28.9,21.64,10.25,65.8,28.02,257,Poor
45.84,26.72,29.72,34.15,26.72,61.44,35.85,409,Severe
76.36,8.33,33.82,22.72,8.33,96.8,51,524,Severe
44.79,7.28,32.12,21.1,7.28,74.84,37.9,222,Poor
50.16,13.86,28.17,24.09,13.86,80.78,28.52,332,Very Poor
49.07,8.51,30.74,21.34,8.51,88.3,27.48,272,Poor
46.06,7.07,27.6,18.74,7.07,59.55,32.54,232,Poor
52.82,9.88,28.48,21.26,9.88,73.73,27.07,247,Poor
53.39,6.91,30.28,19.9,6.91,56.45,31.93,254,Poor
59.44,6.67,31.77,20.48,6.67,86.73,38.54,236,Poor
71.01,7.69,38.17,24.36,7.69,106.62,24.78,273,Poor
50.7,8.58,33.44,22.69,8.58,27.74,59.94,256,Poor
69.87,6.96,34.82,22.14,6.96,16.35,40.76,217,Poor
61.53,10.41,42.53,28.52,10.41,17.94,48.3,291,Poor
67.03,10.37,38.68,26.61,10.37,21.21,32.34,314,Very Poor
43.37,20.03,35.01,32.02,20.03,56.38,40.07,355,Very Poor
60.05,22.86,40.83,36.98,22.86,95.07,33.52,587,Severe
56.93,10.46,30.45,22.62,10.46,102.66,37.12,535,Severe
44.14,18.18,18.82,24.15,18.18,109.33,31.1,366,Very Poor
78.16,18.21,55.31,40.57,18.21,59.64,15.87,355,Very Poor
83.27,15.82,50.38,36.38,15.82,46.16,18.23,338,Very Poor
51.54,13.48,51.04,34.95,13.48,37.58,6.9,297,Poor
54.35,11.58,50.45,33.25,11.58,49.66,14.85,319,Very Poor
53.59,10.18,45.53,29.81,10.18,59.53,17.93,247,Poor
55.77,13.06,45.87,32.12,13.06,44.42,13.14,321,Very Poor
63.58,13.97,43.32,31.56,13.97,63.59,5.08,319,Very Poor
78.25,24.41,35.12,35.35,24.41,44.25,14.76,492,Severe
77.84,35.49,31.88,42.03,35.49,44.19,21,491,Severe
69.99,39.53,43.61,50.77,39.53,30.82,21.49,503,Severe
78.7,43.78,42.9,53.6,43.78,31.43,20.06,523,Severe
59.96,43.3,36.48,50.1,43.3,34.88,17.65,539,Severe
48.27,38,36.24,46.04,38,34.93,18.73,492,Severe
46.84,65.72,54.72,73.09,65.72,36.48,23.07,486,Severe
27.79,37.69,41.59,48.41,37.69,39.2,13.74,508,Severe
36.27,25.63,45.79,41.46,25.63,54.98,10.53,413,Severe
76.41,26.44,53.18,45.67,26.44,43.42,2.05,421,Severe
62.72,21.89,50.49,40.97,21.89,22.02,0.72,400,Very Poor
48.12,19.06,61.63,44.28,19.06,24.98,0.91,361,Very Poor
36.8,21.07,53.33,41.74,21.07,24.97,1.16,385,Very Poor
41.37,25.53,38.1,37.64,25.53,18.91,1.08,428,Severe
302.08,27.2,28.1,34,27.2,46.94,0.88,440,Severe
37.15,34.33,58.02,53.92,34.33,34.41,1.04,510,Severe
59.76,29.58,57.8,50.27,29.58,17.67,2.02,513,Severe
71.94,17.35,98.32,60.91,17.35,25.74,2.03,365,Very Poor
47.95,17.08,151.73,87.48,17.08,25.91,2.51,336,Very Poor
55.91,19.87,66.69,47.36,19.87,32.64,1.8,377,Very Poor
72.06,24.72,59.1,47.28,24.72,32.64,1.26,442,Severe
127.23,29.02,37.32,39.86,29.02,26.37,0.38,421,Severe
127.37,25.58,40.59,38.89,25.58,34.39,2.77,428,Severe
36.42,30.52,49.52,46.93,30.52,37.17,3.29,472,Severe
40.97,29.94,113.8,77.86,29.94,22.82,3.69,478,Severe
33.38,20.68,62.15,45.75,20.68,21.06,4.35,422,Severe
33.51,17.84,40.85,33.24,17.84,28.85,7.95,347,Very Poor
29.56,30.82,74.11,59.15,30.82,19.34,3.34,461,Severe
21.89,27.75,63.9,51.88,27.75,16.32,3.02,447,Severe
44.87,31.41,68.29,56.75,31.41,17.39,3.24,486,Severe
33.16,31.02,54.23,49.6,31.02,17.09,4.47,510,Severe
45.25,35.01,61.65,56.2,35.01,23.87,2.96,576,Severe
48.95,25.57,63.01,49.82,25.57,19.19,2.96,485,Severe
47.83,25.73,49.36,43.28,25.73,113.31,3.22,468,Severe
53.64,22.52,52.64,42.05,22.52,96.72,2.86,424,Severe
48.18,18.31,51.41,38.75,18.31,104.62,2.81,366,Very Poor
56.75,28.82,59.07,49.74,28.82,126.12,4.84,465,Severe
41.21,25.18,38.73,37.68,25.18,83.84,9.92,434,Severe
37.33,29.18,47.75,45.07,29.18,58.25,6.63,470,Severe
28.74,25.17,45.61,41.03,25.17,41.84,20.2,455,Severe
34.05,27.58,46.79,43.41,27.58,29.66,22.77,489,Severe
28.94,21.18,53.02,41.66,21.18,26.92,16.38,431,Severe
25.06,25.26,54.71,45.54,25.26,21.64,10.33,402,Severe
32.05,29.19,48.62,45.5,29.19,42.09,10.76,469,Severe
44.02,30.74,54.33,49.44,30.74,48.99,7.14,476,Severe
48.73,27.87,47.11,43.78,27.87,31.19,11.25,459,Severe
43.54,12.25,39.05,28.19,12.25,43.71,22.45,342,Very Poor
28.66,18.31,55.15,40.57,18.31,32.57,15.68,311,Very Poor
31.01,26.43,63.76,50.83,26.43,128.43,18.69,467,Severe
33.95,30.33,67.31,55.47,30.33,152.48,14.95,429,Severe
33.7,24.01,59.07,46.74,24.01,156.24,23.59,490,Severe
48.21,29.28,66.43,54.26,29.28,151.44,13.38,445,Severe
40.66,30.95,61.16,52.93,30.95,120.48,14.02,499,Severe
38.65,30.68,60.26,52.29,30.68,146.84,16.31,482,Severe
49.47,34.28,63.28,56.19,34.28,88.36,13.94,527,Severe
33.2,36.15,56.35,54.46,36.15,96.68,8.76,556,Severe
22.14,28.37,68.25,54.47,28.37,49.31,22.93,520,Severe
19.66,24.39,65.16,49.98,24.39,56.92,26.6,518,Severe
24.07,20.32,133,80.04,20.32,45.29,75.33,413,Severe
25.9,40.29,165.62,110.86,40.29,56.95,37.07,680,Severe
29.8,42.91,169.17,114.54,42.91,64.17,53,787,Severe
29.37,42.88,163.3,111.66,42.88,60.33,44.38,862,Severe
33.95,59.21,191.14,136.93,59.21,74.04,45.36,951,Severe
31.13,26.73,177.13,106.35,26.73,53.57,67.63,712,Severe
58.28,15.84,127.95,74.24,15.84,128.38,66.85,483,Severe
63.92,12.95,102.78,46.66,12.95,92.16,69.39,379,Very Poor
73.89,4.5,53.74,28.34,4.5,46.31,59.52,214,Poor
79.37,30.71,62.42,50.34,30.71,80.71,69.32,508,Severe
78.64,32.81,68.8,58.04,32.81,75.18,57.87,713,Severe
122.92,34.89,94.67,72.22,34.89,119.78,40,688,Severe
160.05,34.65,115.92,82.4,34.65,90.5,48.77,844,Severe
113.9,46.02,68.38,63.36,46.02,100.12,65.26,786,Severe
126.66,33.97,112.69,45.73,33.97,76.09,55.06,664,Severe
116.02,44.47,98.22,48.04,44.47,64.62,39.74,914,Severe
96.65,25.15,110.33,40.26,25.15,53.75,59.62,536,Severe
110.05,19.73,114.23,38.17,19.73,101.29,51.12,403,Severe
109.84,23.16,104.87,37.85,23.16,72.69,60.82,427,Severe
140.06,28.2,146.82,50.64,28.2,98.85,57.6,685,Severe
109.11,29.19,118.85,44.54,29.19,94.22,60.25,558,Severe
107.26,26.76,94.48,37.38,26.76,90.9,48.62,487,Severe
105.87,18.18,90.33,31.62,18.18,97.98,46.82,453,Severe
101.86,27.99,105.96,40.8,27.99,89.37,54.3,559,Severe
96.15,94.41,80.49,71.73,94.41,76.61,42.8,1291,Severe
88.58,112.71,85.92,85.03,112.71,90.9,57.78,1350,Severe
103.71,34.72,111.67,45.91,34.72,54.23,119.43,906,Severe
121.11,51.7,137.41,61.49,51.7,78.64,58.07,824,Severe
82.49,30.47,80.4,36.1,30.47,61.13,48.85,578,Severe
72.93,90.96,78.54,73.82,90.96,39.24,69.95,161,Moderate
94.08,34.06,50.69,30.89,34.06,68.42,47.74,849,Severe
82.88,18.59,73.74,27.9,18.59,56.89,47.67,574,Severe
88.69,26.91,70.9,31.3,26.91,68.94,53.16,509,Severe
82.52,24.13,69.94,30.08,24.13,44.95,64.07,556,Severe
72.11,48.7,85.77,47.36,48.7,42.51,54.52,669,Severe
78.48,49.94,110.63,54.14,49.94,67.06,46.93,1217,Severe
103.22,68.97,102.84,62.88,68.97,57.8,52.79,1033,Severe
70.39,44.04,55.52,37.71,44.04,69.83,59.5,625,Severe
107.9,43.47,109.59,50.08,43.47,49.76,55.01,803,Severe
117.08,37.42,106.21,46.11,37.42,77.6,55.05,741,Severe
162.18,59.53,94.35,59.82,59.53,42.01,67,776,Severe
205.21,93.31,100.87,77.22,93.31,75.95,61.17,1630,Severe
165.37,70.6,95.3,61.99,70.6,52.45,39.6,1160,Severe
143.52,41.62,138.89,56.23,41.62,91.74,89.17,820,Severe
83.28,33.47,97.9,41.93,33.47,48.93,36.84,688,Severe
75.58,44.07,68.01,40.73,44.07,47.43,68.17,595,Severe
93.73,68.52,84.54,96.09,68.52,62.65,50.29,1354,Severe
127.46,108.81,77.65,129.43,108.81,63.63,48.32,1672,Severe
98.6,90.33,86.74,70.77,90.33,85.76,52.53,1472,Severe
84.71,88.34,83.28,83.77,88.34,70.31,40.06,1295,Severe
86.52,115.87,66.59,81.77,115.87,44.24,36,1646,Severe
90.1,57.16,87.75,52.58,57.16,60.45,41.82,1329,Severe
68.52,39.47,72.83,39.22,39.47,60.58,50.1,530,Severe
86.43,34.52,82.76,38.92,34.52,62.48,47.34,798,Severe
70.51,25.76,98.98,37.9,25.76,67.36,47.72,689,Severe
78.48,16.91,84.74,29.58,16.91,61.98,56.39,413,Severe
63.75,11.7,77.73,25.01,11.7,64.78,59.28,415,Severe
68.3,8.69,73.99,22.45,8.69,50.93,72.2,228,Poor
91.23,32.82,65.66,33.9,32.82,34.58,56.17,392,Very Poor
92.74,28.91,80.7,35.3,28.91,44.35,46.56,657,Severe
96.58,42.1,80.15,42.52,42.1,52.73,42.37,657,Severe
91.37,28.26,91.43,37.49,28.26,51.83,38.19,702,Severe
88.02,25.92,83.26,34.25,25.92,37.48,42.7,488,Severe
96.82,31.36,78.81,36.22,31.36,31.51,42.71,605,Severe
96.89,28.4,92.83,37.91,28.4,33.05,41.44,687,Severe
109.2,37.47,104.9,45.83,37.47,76.7,43.34,714,Severe
94.95,30.29,96.97,39.95,30.29,65.02,43.5,667,Severe
75.42,11.02,75.02,23.99,11.02,49.3,54.91,423,Severe
73.07,32.21,86.61,38.54,32.21,45.82,51.18,417,Severe
98.25,57.51,110.07,58.22,57.51,59.11,39.64,1158,Severe
118.16,60.28,102.68,58,60.28,104.49,32.76,938,Severe
95.4,41.8,78.91,42.06,41.8,51.61,39.05,920,Severe
70.04,14.87,78.1,26.87,14.87,69.86,55.89,336,Very Poor
56.71,7.45,60.4,18.52,7.45,42.48,61.74,275,Poor
59.4,7.23,47.87,15.42,7.23,21.53,71.46,191,Moderate
54.75,6.99,43.7,14.29,6.99,19.99,76.37,172,Moderate
62.18,7.67,55.29,17.43,7.67,29.22,73.67,198,Moderate
238.42,26.3,73.22,32.07,26.3,34.63,63.89,381,Very Poor
125.16,46.84,96.16,48.74,46.84,63.66,55.2,800,Severe
106.45,56.46,78.1,50.03,56.46,83.62,55.5,967,Severe
111.75,89.19,90.59,88.27,89.19,80.9,62.55,1558,Severe
106.19,45.76,89.03,47.49,45.76,55.16,53.79,1300,Severe
72.1,11.61,94.32,28.91,11.61,54.74,63.46,355,Very Poor
79.15,12.74,92.85,29.19,12.74,64.9,70.54,370,Very Poor
94.8,23.18,79.56,31.84,23.18,56.2,63.95,448,Severe
80.14,86.91,71.98,65.41,86.91,64.7,47.86,1084,Severe
89.14,63.43,81.71,55.88,63.43,70,44.86,1319,Severe
68.29,16.94,82.74,29.12,16.94,61.27,51.76,379,Very Poor
67.75,17.63,81.78,29.28,17.63,57.37,63.34,396,Very Poor
80.54,71.11,77,61.31,71.11,64.49,60.07,744,Severe
110.71,63.03,111.56,100.04,63.03,80.15,57.12,1474,Severe
147.57,59.56,107.46,129.87,59.56,47.7,48.23,1246,Severe
131.5,119.68,75.82,88.04,119.68,55.29,43.25,1719,Severe
102.12,57.92,95.29,54.93,57.92,69.02,51.71,1264,Severe
115,63.86,111.04,61.99,63.86,86.65,59.25,1127,Severe
84.84,40.16,72.85,39.55,40.16,52.52,59.42,908,Severe
74.62,8.16,73.22,21.96,8.16,48.21,74.83,236,Poor
89.72,13.83,80.78,26.92,13.83,56.43,73.64,313,Very Poor
84.03,26.24,90.66,36.19,26.24,63.72,72.75,471,Severe
82.79,32.14,79.69,36.86,32.14,59.98,60.48,661,Severe
76.38,42.44,82.76,43.33,42.44,70.61,59.68,711,Severe
66.01,53.08,73.79,46.37,53.08,61.71,73.43,854,Severe
116.42,63.2,82.77,54.86,63.2,64.52,59.07,1258,Severe
75.49,9.04,61.8,19.74,9.04,34.03,80.26,407,Severe
66.97,6.96,37.35,12.77,6.96,28.48,89.73,172,Moderate
161.09,101.89,116.48,108.56,101.89,64.92,84.85,116,Moderate
124.45,96.21,97.63,81.12,96.21,56.28,53.72,1302,Severe
95.15,48.24,95.6,49.59,48.24,79.66,52.85,1275,Severe
73.58,32.68,80.71,37.41,32.68,56.74,36.97,527,Severe
86.32,49.43,104.79,54.37,49.43,79.76,35.32,839,Severe
149.26,78.38,85.92,65.56,78.38,98.89,27.07,1537,Severe
70.06,26.17,55.69,27.82,26.17,62.14,23.56,547,Severe
86.59,40.08,82.87,42.04,40.08,83.72,32.62,716,Severe
74.12,18.26,81.45,29.55,18.26,94.78,39.51,464,Severe
52.92,11.03,63.81,21.32,11.03,63.17,43.54,302,Very Poor
47.26,16.22,64.71,24.43,16.22,63.03,20,260,Poor
63.68,22.56,67.41,28.61,22.56,37.73,53.12,477,Severe
73.37,16.1,77.92,27.51,16.1,38.59,39.08,491,Severe
55.24,34.37,83.79,39.08,34.37,78.4,40.04,470,Severe
83.1,37.91,110.77,47.47,37.91,94.79,44.33,847,Severe
76.87,17.85,77.35,28.34,17.85,87.94,36.28,559,Severe
47.01,13.12,66.95,23.24,13.12,71.48,45.06,334,Very Poor
54.77,11.01,77.02,24.46,11.01,64.47,53.55,346,Very Poor
103.13,46.91,80.34,45.24,46.91,56.3,52.37,529,Severe
117.59,61.13,116.34,61.73,61.13,76.89,42.29,1261,Severe
50.15,9.02,67.96,21.2,9.02,57.09,47.5,254,Poor
94.1,10.62,44.91,16.6,10.62,42.04,55.84,308,Very Poor
105.03,10.13,56.09,18.99,10.13,41.4,43.09,290,Poor
46.5,15.39,79.42,27.47,15.39,41.88,41.7,340,Very Poor
41.76,20.48,77.13,29.76,20.48,55.24,44.7,492,Severe
46.91,14.6,86.07,28.61,14.6,51.46,51.3,343,Very Poor
59.98,50.93,76.66,46.6,50.93,53.21,53.67,604,Severe
82.79,45.8,86.15,47.96,45.8,93.37,52.04,1028,Severe
62.6,19.59,65.12,26.31,19.59,38.05,57.79,755,Severe
72.53,20.61,102.5,35.87,20.61,45.85,46.37,489,Severe
44.69,32.07,75.36,35.79,32.07,39.99,53.96,373,Very Poor
54.18,35.1,83.9,39.51,35.1,51.23,51.56,914,Severe
81.84,28.68,104.86,40.93,28.68,87.99,43.05,895,Severe
46.48,17.55,60.72,24.22,17.55,42.93,39.32,502,Severe
62.32,64.13,83.57,55.67,64.13,38.91,32.1,834,Severe
37.26,8.83,37.95,13.95,8.83,23.36,29.13,826,Severe
37.96,16.2,48.69,20.61,16.2,19.56,15.47,403,Severe
34.1,12.42,67.07,22.88,12.42,42.34,59.67,253,Poor
64.5,56.57,77.32,49.9,56.57,52.95,39.14,789,Severe
50.97,42.41,49.52,35.15,42.41,38.67,43.21,904,Severe
64.44,13.19,45.6,18.2,13.19,33.91,33.88,467,Severe
51.5,12.26,52.88,19.41,12.26,29.79,38.45,296,Poor
33.38,14.07,73.92,25.42,14.07,50.46,48.39,307,Very Poor
42.11,14.18,84.67,28.04,14.18,49.29,47.63,350,Very Poor
46.35,9.25,69.51,21.69,9.25,62.8,69.79,318,Very Poor
61.32,15.88,48.4,20.36,15.88,49.88,21.17,338,Very Poor
48.84,9.85,42.96,15.71,9.85,26.4,51.34,276,Poor
39.23,12.69,67.29,23.08,12.69,33.79,59.73,286,Poor
45.37,23.56,72.21,30.3,23.56,45.56,49.33,461,Severe
55.7,34.47,72.07,36.24,34.47,51.26,52.99,824,Severe
54.11,48.38,54.45,38.8,48.38,45.55,41.35,754,Severe
52.68,29.23,47.19,26.52,29.23,15.13,57.32,926,Severe
44.12,10.66,79.99,24.97,10.66,60.68,61.08,280,Poor
46.52,17.55,48.97,21.43,17.55,38.16,47.77,310,Very Poor
57.06,34.49,100.8,43.19,34.49,60.72,48.13,606,Severe
84.14,15.24,107.41,34.05,15.24,79.47,50.53,632,Severe
52.24,10.75,61.88,20.71,10.75,24.81,56.16,262,Poor
62.44,26.15,84.42,34.65,26.15,48.85,58.49,428,Severe
66.97,17.21,91.72,31.41,17.21,62.66,59.98,625,Severe
75.05,12.67,96.99,30.14,12.67,58.55,64.12,321,Very Poor
60.5,18.21,104.48,35,18.21,41.81,56.66,353,Very Poor
88.33,80.16,95.95,73.2,80.16,39.24,45.03,1017,Severe
78.11,13.65,60.29,21.95,13.65,40.62,29.9,876,Severe
62.04,24.16,60.52,29.65,24.16,38.14,41.42,380,Very Poor
73.98,43.21,64.62,40.71,43.21,28.52,48.02,730,Severe
75.84,41.7,95.28,46.74,41.7,54.31,50.85,998,Severe
92.21,26.17,69.96,60.01,26.17,39.96,43.76,917,Severe
64.71,20.95,81.65,31.09,20.95,65.11,38.94,402,Severe
67.44,15.64,86.7,29.34,15.64,61.6,47.12,404,Severe
69.51,54.2,85.74,53.69,54.2,69.03,63.51,559,Severe
112.44,61.37,88.16,69.9,61.37,88.25,41.77,1459,Severe
133.21,50,62.67,47.93,50,45.16,24.82,1222,Severe
89.74,33.94,68.97,35.31,33.94,9.65,17.76,869,Severe
74.35,11.84,58.93,24.38,11.84,10.22,28.63,471,Severe
